FPC,AAA,HHH,NHHH,Name,Color,Gender,DBL,Temple,VVV,BBB,JJ,FFF,Eyesize,HG,PPP,,,,,,,,,,,,,,,
409717000813,882851188119,PERC,PERC,CB CLEAR LAKE,SHINY BLACK,MALE,18,145,8/26/2015,8/26/2015,PERC,CHINA,55,0,A,,,,,,,,,,,,,,,
409717000820,882851188713,PERC,PERC,TANNER CREEK,PEWTER/BLACK,MALE,17,140,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717000820,882851188713,PERC,PERC,TANNER CREEK,PEWTER/BLACK,MALE,17,140,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717000837,882851200644,PERC,PERC,WILLAMETTE,BLACK/RED,MALE,19,140,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717000837,882851200644,PERC,PERC,WILLAMETTE,BLACK/RED,MALE,19,140,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717000844,882851200668,PERC,PERC,WILLAMETTE,GREY HORN,MALE,19,140,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717000844,882851200668,PERC,PERC,WILLAMETTE,GREY HORN,MALE,19,140,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717000851,882851203348,PERC,PERC,CB BLACK BUTTE,BROWN/BROWN,MALE,20,150,8/26/2015,8/26/2015,PERC,CHINA,59,0,A,,,,,,,,,,,,,,,
409717000851,882851203348,PERC,PERC,CB BLACK BUTTE,BROWN/BROWN,MALE,20,150,8/26/2015,8/26/2015,PERC,CHINA,59,0,A,,,,,,,,,,,,,,,
409717000868,882851203355,PERC,PERC,BLACK BUTTE  C02,BLACK/BLACK,MALE,20,150,8/26/2015,8/26/2015,PERC,CHINA,59,0,A,,,,,,,,,,,,,,,
409717000868,882851203355,PERC,PERC,BLACK BUTTE  C02,BLACK/BLACK,MALE,20,150,8/26/2015,8/26/2015,PERC,CHINA,59,0,A,,,,,,,,,,,,,,,
409717000875,882851224213,PERC,PERC,PANTHER LAKE,GUNMETAL,MALE,19,155,8/26/2015,8/26/2015,PERC,CHINA,59,0,A,,,,,,,,,,,,,,,
409717000875,882851224213,PERC,PERC,PANTHER LAKE,GUNMETAL,MALE,19,155,8/26/2015,8/26/2015,PERC,CHINA,59,0,A,,,,,,,,,,,,,,,
409717000882,882851224220,PERC,PERC,PANTHER LAKE,DARK NAVY,MALE,19,155,8/26/2015,8/26/2015,PERC,CHINA,59,0,A,,,,,,,,,,,,,,,
409717000882,882851224220,PERC,PERC,PANTHER LAKE,DARK NAVY,MALE,19,155,8/26/2015,8/26/2015,PERC,CHINA,59,0,A,,,,,,,,,,,,,,,
409717000899,882851241111,PERC,PERC,STEWART PEAK,GUNMETAL,MALE,19,150,8/26/2015,8/26/2015,PERC,CHINA,59,0,A,,,,,,,,,,,,,,,
409717000899,882851241111,PERC,PERC,STEWART PEAK,GUNMETAL,MALE,19,150,8/26/2015,8/26/2015,PERC,CHINA,59,0,A,,,,,,,,,,,,,,,
409717000905,882851241135,PERC,PERC,STEWART PEAK,BLACK,MALE,19,150,8/26/2015,8/26/2015,PERC,CHINA,59,0,A,,,,,,,,,,,,,,,
409717000905,882851241135,PERC,PERC,STEWART PEAK,BLACK,MALE,19,150,8/26/2015,8/26/2015,PERC,CHINA,59,0,A,,,,,,,,,,,,,,,
409717000912,882851241142,PERC,PERC,EDWARDS MT.,GUNMETAL,MALE,19,150,8/26/2015,8/26/2015,PERC,CHINA,58,0,A,,,,,,,,,,,,,,,
409717000912,882851241142,PERC,PERC,EDWARDS MT.,GUNMETAL,MALE,19,150,8/26/2015,8/26/2015,PERC,CHINA,58,0,A,,,,,,,,,,,,,,,
409717000929,882851245409,PERC,PERC,AT305,BLACK,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717000929,882851245409,PERC,PERC,AT305,BLACK,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717000936,882851245416,PERC,PERC,AT305,OLIVE GREEN,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717000936,882851245416,PERC,PERC,AT305,OLIVE GREEN,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717000943,882851245430,PERC,PERC,AT303,BLACK FADE,FEMALE,18,135,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717000943,882851245430,PERC,PERC,AT303,BLACK FADE,FEMALE,18,135,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717000950,882851245454,PERC,PERC,AT303,BERRY FADE,FEMALE,18,135,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717000950,882851245454,PERC,PERC,AT303,BERRY FADE,FEMALE,18,135,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717000967,882851245461,PERC,PERC,AT304,BLACK,FEMALE,16,138,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
409717000967,882851245461,PERC,PERC,AT304,BLACK,FEMALE,16,138,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717000974,882851245478,PERC,PERC,AT304,BROWN,FEMALE,16,138,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717000974,882851245478,PERC,PERC,AT304,BROWN,FEMALE,16,138,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717000981,882851245492,PERC,PERC,AT201,BLACK,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717000981,882851245492,PERC,PERC,AT201,BLACK,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717000998,882851245515,PERC,PERC,AT201,PURPLE,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717000998,882851245515,PERC,PERC,AT201,PURPLE,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001001,882851245652,PERC,PERC,AT203,BROWN,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001001,882851245652,PERC,PERC,AT203,BROWN,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001018,882851245669,PERC,PERC,AT203,EGGPLANT,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001018,882851245669,PERC,PERC,AT203,EGGPLANT,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001025,882851245867,PERC,PERC,AT200,BLACK,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717001025,882851245867,PERC,PERC,AT200,BLACK,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717001032,882851245881,PERC,PERC,AT200,BROWN,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717001032,882851245881,PERC,PERC,AT200,BROWN,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717001049,882851245928,PERC,PERC,AT208,MATT BLACK,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001049,882851245928,PERC,PERC,AT208,MATT BLACK,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001056,882851245935,PERC,PERC,AT208,MATT BROWN,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001056,882851245935,PERC,PERC,AT208,MATT BROWN,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001063,882851246031,PERC,PERC,AT307,BLACK,FEMALE,14,135,8/26/2015,8/26/2015,PERC,CHINA,54,0,A,,,,,,,,,,,,,,,
409717001063,882851246031,PERC,PERC,AT307,BLACK,FEMALE,14,135,8/26/2015,8/26/2015,PERC,CHINA,54,0,A,,,,,,,,,,,,,,,
409717001070,882851246239,PERC,PERC,AT302,BROWN,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001070,882851246239,PERC,PERC,AT302,BROWN,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001087,882851246246,PERC,PERC,AT302,NAVY,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001087,882851246246,PERC,PERC,AT302,NAVY,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001094,882851247915,PERC,PERC,JANE,MATTE CHOCOLATE,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001094,882851247915,PERC,PERC,JANE,MATTE CHOCOLATE,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001100,882851247922,PERC,PERC,JANE,MATTE EGGPLANT,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001100,882851247922,PERC,PERC,JANE,MATTE EGGPLANT,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001117,882851254135,PERC,PERC,COLUMBIA,VIOLA FD,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001117,882851254135,PERC,PERC,COLUMBIA,VIOLA FD,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001124,882851254142,PERC,PERC,COLUMBIA,WISTERIA FADE,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,                      
409717001124,882851254142,PERC,PERC,COLUMBIA,WISTERIA FADE,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001131,882851254616,PERC,PERC,CENTRE,BLUE/TRANS CREAM,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,50,0,A,,,,,,,,,,,,,,,
409717001131,882851254616,PERC,PERC,CENTRE,BLUE/TRANS CREAM,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,50,0,A,,,,,,,,,,,,,,,
409717001148,882851254623,PERC,PERC,CENTRE,TORT/BURG-PINK,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,50,0,A,,,,,,,,,,,,,,,
409717001148,882851254623,PERC,PERC,CENTRE,TORT/BURG-PINK,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,50,0,A,,,,,,,,,,,,,,,
409717001155,882851256597,PERC,PERC,BENSON,BLACK/TEAL,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001155,882851256597,PERC,PERC,BENSON,BLACK/TEAL,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001162,882851256603,PERC,PERC,BENSON,BROWN/TORTOISE,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001162,882851256603,PERC,PERC,BENSON,BROWN/TORTOISE,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001179,781096516292,PERC,PERC,FAITH,CAMELLIA,FEMALE,17,130,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001179,781096516292,PERC,PERC,FAITH,CAMELLIA,FEMALE,17,130,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001186,781096516391,PERC,PERC,RACHELLE,CAMELLIA,FEMALE,15,125,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001186,781096516391,PERC,PERC,RACHELLE,CAMELLIA,FEMALE,15,125,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001193,781096516407,PERC,PERC,RACHELLE,ROSY POSIES,FEMALE,15,125,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001193,781096516407,PERC,PERC,RACHELLE,ROSY POSIES,FEMALE,15,125,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001209,781096516629,PERC,PERC,HOPE,ELLIE BLUE,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001209,781096516629,PERC,PERC,HOPE,ELLIE BLUE,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001216,781096516636,PERC,PERC,HOPE,PRISCILLA PINK,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001216,781096516636,PERC,PERC,HOPE,PRISCILLA PINK,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001223,781096516902,PERC,PERC,PAULA,PAISLEY MEETS PLAID,FEMALE,16,130,8/26/2015,8/26/2015,PERC,CHINA,50,0,A,,,,,,,,,,,,,,,
409717001223,781096516902,PERC,PERC,PAULA,PAISLEY MEETS PLAID,FEMALE,16,130,8/26/2015,8/26/2015,PERC,CHINA,50,0,A,,,,,,,,,,,,,,,
409717001230,781096517046,PERC,PERC,VB 3030,CAMELLIA,FEMALE,18,135,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717001230,781096517046,PERC,PERC,VB 3030,CAMELLIA,FEMALE,18,135,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717001247,781096517510,PERC,PERC,CHERISE,GOLD,FEMALE,16,132,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001247,781096517510,PERC,PERC,CHERISE,GOLD,FEMALE,16,132,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001254,781096517527,PERC,PERC,ELISE,BLACK HORN,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001254,781096517527,PERC,PERC,ELISE,BLACK HORN,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001261,781096517534,PERC,PERC,ELISE,BROWN HORN,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001261,781096517534,PERC,PERC,ELISE,BROWN HORN,FEMALE,17,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001278,781096517602,PERC,PERC,JERI,AQUA CRYSTAL,FEMALE,18,138,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001278,781096517602,PERC,PERC,JERI,AQUA CRYSTAL,FEMALE,18,138,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
409717001285,781096517626,PERC,PERC,JERI,WINE CRYSTAL,FEMALE,18,138,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001285,781096517626,PERC,PERC,JERI,WINE CRYSTAL,FEMALE,18,138,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001292,781096517749,PERC,PERC,MELODIE,AQUA CRYSTAL,FEMALE,16,130,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001292,781096517749,PERC,PERC,MELODIE,AQUA CRYSTAL,FEMALE,16,130,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001308,781096517763,PERC,PERC,MELODIE,SLATE CRYSTAL,FEMALE,16,130,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001308,781096517763,PERC,PERC,MELODIE,SLATE CRYSTAL,FEMALE,16,130,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001315,781096517794,PERC,PERC,NOELLE,BLACK,FEMALE,15,140,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001315,781096517794,PERC,PERC,NOELLE,BLACK,FEMALE,15,140,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001322,781096517800,PERC,PERC,NOELLE,BROWN,FEMALE,15,140,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001322,781096517800,PERC,PERC,NOELLE,BROWN,FEMALE,15,140,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001339,781096517886,PERC,PERC,ZOE,BLACK,FEMALE,17,130,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001339,781096517886,PERC,PERC,ZOE,BLACK,FEMALE,17,130,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001346,781096517893,PERC,PERC,ZOE,BROWN,FEMALE,17,130,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001346,781096517893,PERC,PERC,ZOE,BROWN,FEMALE,17,130,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001353,781096518579,PERC,PERC,FAITH,MARINA PAISLEY,FEMALE,17,130,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001353,781096518579,PERC,PERC,FAITH,MARINA PAISLEY,FEMALE,17,130,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001360,781096518593,PERC,PERC,JENNA,GO WILD,FEMALE,16,138,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001360,781096518593,PERC,PERC,JENNA,GO WILD,FEMALE,16,138,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001377,781096518609,PERC,PERC,JENNA,MIDNIGHT BLUES,FEMALE,16,138,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001377,781096518609,PERC,PERC,JENNA,MIDNIGHT BLUES,FEMALE,16,138,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001384,781096518616,PERC,PERC,PEGGY,JAZZY BLOOMS,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001384,781096518616,PERC,PERC,PEGGY,JAZZY BLOOMS,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001391,781096518678,PERC,PERC,CORINE,BLACK,FEMALE,16,140,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001391,781096518678,PERC,PERC,CORINE,BLACK,FEMALE,16,140,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001407,781096518685,PERC,PERC,CORINE,BROWN,FEMALE,16,140,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001407,781096518685,PERC,PERC,CORINE,BROWN,FEMALE,16,140,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001414,781096518753,PERC,PERC,JASMINE,RIBBONS,FEMALE,16,138,8/26/2015,8/26/2015,PERC,CHINA,54,0,A,,,,,,,,,,,,,,,
409717001414,781096518753,PERC,PERC,JASMINE,RIBBONS,FEMALE,16,138,8/26/2015,8/26/2015,PERC,CHINA,54,0,A,,,,,,,,,,,,,,,
409717001421,781096518760,PERC,PERC,PAM,RIBBONS,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001421,781096518760,PERC,PERC,PAM,RIBBONS,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001438,781096518838,PERC,PERC,HILLARY,TUTTI FRUTTI,FEMALE,17,140,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717001438,781096518838,PERC,PERC,HILLARY,TUTTI FRUTTI,FEMALE,17,140,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
409717001445,781096518913,PERC,PERC,PAM,LOLA,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001445,781096518913,PERC,PERC,PAM,LOLA,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001452,781096519125,PERC,PERC,LELA,BLACK,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001452,781096519125,PERC,PERC,LELA,BLACK,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001469,781096519132,PERC,PERC,LELA,CABERNET,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001469,781096519132,PERC,PERC,LELA,CABERNET,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001476,781096519323,PERC,PERC,DESIREE,BLACK,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717001476,781096519323,PERC,PERC,DESIREE,BLACK,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717001483,781096519330,PERC,PERC,DESIREE,BROWN,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717001483,781096519330,PERC,PERC,DESIREE,BROWN,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,51,0,A,,,,,,,,,,,,,,,
409717001490,781096519347,PERC,PERC,GENEVIEVE,BLACK,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001490,781096519347,PERC,PERC,GENEVIEVE,BLACK,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001506,781096519354,PERC,PERC,GENEVIEVE,BROWN,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001506,781096519354,PERC,PERC,GENEVIEVE,BROWN,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001513,781096519491,PERC,PERC,JEANETTE,BLACK,FEMALE,17,140,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001513,781096519491,PERC,PERC,JEANETTE,BLACK,FEMALE,17,140,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001520,781096519514,PERC,PERC,JEANETTE,WINE,FEMALE,17,140,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001520,781096519514,PERC,PERC,JEANETTE,WINE,FEMALE,17,140,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001537,781096519545,PERC,PERC,MARIAH,HEATHER,FEMALE,13,130,8/26/2015,8/26/2015,PERC,CHINA,55,0,A,,,,,,,,,,,,,,,
409717001537,781096519545,PERC,PERC,MARIAH,HEATHER,FEMALE,13,130,8/26/2015,8/26/2015,PERC,CHINA,55,0,A,,,,,,,,,,,,,,,
409717001544,781096519576,PERC,PERC,TABITHA,HEATHER,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,50,0,A,,,,,,,,,,,,,,,
409717001544,781096519576,PERC,PERC,TABITHA,HEATHER,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,50,0,A,,,,,,,,,,,,,,,
409717001551,781096519583,PERC,PERC,TABITHA,LOLA,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,50,0,A,,,,,,,,,,,,,,,
409717001551,781096519583,PERC,PERC,TABITHA,LOLA,FEMALE,16,135,8/26/2015,8/26/2015,PERC,CHINA,50,0,A,,,,,,,,,,,,,,,
409717001568,781096519644,PERC,PERC,TAMMIE,OLIVIA PINK,FEMALE,16,130,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001568,781096519644,PERC,PERC,TAMMIE,OLIVIA PINK,FEMALE,16,130,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001575,781096519651,PERC,PERC,MARIAH,OLIVA PINK,FEMALE,13,130,8/26/2015,8/26/2015,PERC,CHINA,55,0,A,,,,,,,,,,,,,,,
409717001575,781096519651,PERC,PERC,MARIAH,OLIVA PINK,FEMALE,13,130,8/26/2015,8/26/2015,PERC,CHINA,55,0,A,,,,,,,,,,,,,,,
409717001582,781096520626,PERC,PERC,IRENE,BITTERSWEET,FEMALE,16,133,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001582,781096520626,PERC,PERC,IRENE,BITTERSWEET,FEMALE,16,133,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001599,781096520633,PERC,PERC,IRENE,COCOA MOSS,FEMALE,16,133,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,
409717001599,781096520633,PERC,PERC,IRENE,COCOA MOSS,FEMALE,16,133,8/26/2015,8/26/2015,PERC,CHINA,53,0,A,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                             
409717001605,781096520664,PERC,PERC,MARCELLE,BROWN,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001605,781096520664,PERC,PERC,MARCELLE,BROWN,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
409717001612,781096520671,PERC,PERC,MARCELLE,WINE,FEMALE,15,135,8/26/2015,8/26/2015,PERC,CHINA,52,0,A,,,,,,,,,,,,,,,
