FPC Code,Mfg,Frame Name Cat,Color,Material,Mkd A,Mkd DBL,Tpl,,,,,,,,,,,,,,,
409717002787,PERC,TURA BRENDEL 903015,PURPLE,PLASTIC,52,15,135,,,,,,,,,,,,,,,
409717003050,PERC,TURA 903021,BROWN W/PINK,PLASTIC,52,16,135,,,,,,,,,,,,,,,
409717003043,PERC,TURA 903021,BROWN W GREEN,PLASTIC,52,16,135,,,,,,,,,,,,,,,
409717003142,PERC,TURA 903026,BLACK,PLASTIC,54,16,135,,,,,,,,,,,,,,,
409717003159,PERC,TURA 903026,GREY W/ROSE,PLASTIC,54,16,135,,,,,,,,,,,,,,,
409717003128,PERC,TURA 903027,BROWN,METAL,54,15,135,,,,,,,,,,,,,,,
409717003135,PERC,TURA 903027,SILVER,METAL,54,15,135,,,,,,,,,,,,,,,
409717002688,PERC,TURA B216,CANDY,METAL,51,19,135,,,,,,,,,,,,,,,
409717002671,PERC,TURA B216,BROWN,METAL,51,19,135,,,,,,,,,,,,,,,
409717002657,PERC,TURA B217,INK,METAL,52,16,135,,,,,,,,,,,,,,,
409717002664,PERC,TURA B217,BROWN,METAL,52,16,135,,,,,,,,,,,,,,,
409717002961,PERC,TURA B220,BURGUNDY,METAL,51,16,135,,,,,,,,,,,,,,,
409717002978,PERC,TURA B220,BLACK,METAL,51,16,135,,,,,,,,,,,,,,,
409717002343,PERC,TURA B303,EBONY PIN STRIPE,METAL,54,16,145,,,,,,,,,,,,,,,
409717002350,PERC,TURA B303,GUNMETAL SLICK,METAL,54,16,145,,,,,,,,,,,,,,,
409717002695,PERC,TURA TED BAKER B315,GUNMETAL,METAL,53,17,135,,,,,,,,,,,,,,,
409717002992,PERC,TURA B318,BLACK,METAL,53,17,140,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
409717002985,PERC,TURA B318,GUNMETAL,METAL,53,17,140,,,,,,,,,,,,,,,
409717003005,PERC,TURA B323,BROWN,METAL,52,18,140,,,,,,,,,,,,,,,
409717003012,PERC,TURA B323,BLACK,METAL,52,18,140,,,,,,,,,,,,,,,
409717003227,PERC,TURA B330,BROWN,METAL,47,20,140,,,,,,,,,,,,,,,
409717003234,PERC,TURA B330,MIDNIGHT BLUE,METAL,47,20,140,,,,,,,,,,,,,,,
409717002633,PERC,TURA B705,BLACK/MILK,PLASTIC,51,15,140,,,,,,,,,,,,,,,
409717002640,PERC,TURA B705,MAUVE,PLASTIC,51,15,140,,,,,,,,,,,,,,,
409717002947,PERC,TURA B708,HAVANA/BLUE,PLASTIC,51,16,130,,,,,,,,,,,,,,,
409717002954,PERC,TURA B708,BLACK,PLASTIC,51,16,130,,,,,,,,,,,,,,,
409717003241,PERC,TURA B712,BLACK,METAL,52,17,140,,,,,,,,,,,,,,,
409717003258,PERC,TURA B712,TORTOISE,METAL,52,17,140,,,,,,,,,,,,,,,
409717002183,PERC,TURA B834,BROWN,PLASTIC,54,16,135,,,,,,,,,,,,,,,
409717002176,PERC,TURA B834,EBONY,PLASTIC,54,16,135,,,,,,,,,,,,,,,
409717002190,PERC,TURA B838,BROWN HORN,PLASTIC,51,15,135,,,,,,,,,,,,,,,
409717002206,PERC,TURA B838,BROWN,PLASTIC,51,15,135,,,,,,,,,,,,,,,
409717002282,PERC,TURA B853,BROWN,PLASTIC,52,17,135,,,,,,,,,,,,,,,
409717002299,PERC,TURA B853,GREY,PLASTIC,52,17,135,,,,,,,,,,,,,,,
409717002275,PERC,TURA TED BAKER B854,EBONY,PLASTIC,55,16,145,,,,,,,,,,,,,,,
409717002718,PERC,TURA B862,GREY,PLASTIC,55,16,140,,,,,,,,,,,,,,,
409717002701,PERC,TURA B862,BLACK/BROWN,PLASTIC,55,16,140,,,,,,,,,,,,,,,
409717002725,PERC,TURA TED BAKER B864,GREY,PLASTIC,54,16,145,,,,,,,,,,,,,,,
409717002732,PERC,TURA TED BAKER B866,HAVANA,PLASTIC,53,17,140,,,,,,,,,,,,,,,
409717002831,PERC,TURA BT05,BLUE W/SILVER,METAL,50,17,135,,,,,,,,,,,,,,,
409717002824,PERC,TURA BT05,BROWN W/PEACH,METAL,50,17,135,,,,,,,,,,,,,,,
409717002497,PERC,TURA R101,BROWN,METAL,51,17,130,,,,,,,,,,,,,,,
409717002503,PERC,TURA R101,GUNMETAL,METAL,53,17,135,,,,,,,,,,,,,,,
409717002480,PERC,TURA R103,GUN W/TEAL,METAL,52,16,130,,,,,,,,,,,,,,,
409717002473,PERC,TURA R103,GOLD W/BLACK,METAL,50,16,130,,,,,,,,,,,,,,,
409717002374,PERC,TURA R104,TAUPE,METAL,51,18,130,,,,,,,,,,,,,,,
409717002367,PERC,TURA R104,BURGUNDY,METAL,51,18,130,,,,,,,,,,,,,,,
409717002398,PERC,TURA R105,BUR SEMI MATT RED BLK,METAL,49,18,130,,,,,,,,,,,,,,,
409717002381,PERC,TURA R105,LT BROWN W/DK BROWN,METAL,49,18,130,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
409717002565,PERC,TURA R107,EGGPLANT W/PINK,METAL,51,18,135,,,,,,,,,,,,,,,
409717002558,PERC,TURA R107,BROWN W/GOLD,METAL,51,18,135,,,,,,,,,,,,,,,
409717002589,PERC,TURA R108,LT BROWN W/GOLD,METAL,53,17,135,,,,,,,,,,,,,,,
409717002572,PERC,TURA R108,LAVENDAR W/SILVER,METAL,53,17,135,,,,,,,,,,,,,,,
409717003265,PERC,TURA R112,BURGUNDY/BROWN,METAL,52,17,135,,,,,,,,,,,,,,,
409717003272,PERC,TURA R112,NAVY/GUN,METAL,52,17,135,,,,,,,,,,,,,,,
409717002848,PERC,TURA R205,LAVENDAR W/PINK,METAL,51,16,135,,,,,,,,,,,,,,,
409717002855,PERC,TURA R205,GOLD W/AMETHYST,METAL,51,16,135,,,,,,,,,,,,,,,
409717002893,PERC,TURA R209,LAVENDAR W/PINK,METAL,57,16,138,,,,,,,,,,,,,,,
409717002886,PERC,TURA R209,BROWN,METAL,57,16,138,,,,,,,,,,,,,,,
409717002411,PERC,TURA R301,DARK GUNMETAL,METAL,52,19,135,,,,,,,,,,,,,,,
409717002404,PERC,TURA R301,BROWN,METAL,50,19,130,,,,,,,,,,,,,,,
409717002428,PERC,TURA R303,BROWN,METAL,53,18,135,,,,,,,,,,,,,,,
409717002435,PERC,TURA R303,PURPLE,METAL,53,18,135,,,,,,,,,,,,,,,
409717002862,PERC,TURA R307,BROWN W/ROSE,METAL,54,16,135,,,,,,,,,,,,,,,
409717002879,PERC,TURA R307,GUNMETAL W/BLACK,METAL,54,16,135,,,,,,,,,,,,,,,
409717003173,PERC,TURA R310,BROWN,METAL,53,16,135,,,,,,,,,,,,,,,
409717003166,PERC,TURA R310,GOLD,METAL,53,16,135,,,,,,,,,,,,,,,
409717002602,PERC,TURA R501,PLUM,METAL,53,18,135,,,,,,,,,,,,,,,
409717002596,PERC,TURA R501,BLACK W/GUN,METAL,53,18,135,,,,,,,,,,,,,,,
409717002527,PERC,TURA R503,TORTOISE W/GOLD,PLASTIC,53,15,135,,,,,,,,,,,,,,,
409717002510,PERC,TURA R503,BLACK PEARL W/SILVER,PLASTIC,53,15,135,,,,,,,,,,,,,,,
409717002541,PERC,TURA R505,GUNMETAL,METAL,55,18,135,,,,,,,,,,,,,,,
409717002534,PERC,TURA R505,BROWN,METAL,55,18,135,,,,,,,,,,,,,,,
409717002626,PERC,TURA R507,BLACK,METAL,52,17,135,,,,,,,,,,,,,,,
409717002619,PERC,TURA R507,BROWN,METAL,54,17,135,,,,,,,,,,,,,,,
409717003180,PERC,TURA R509,SILVER,METAL,53,17,135,,,,,,,,,,,,,,,
409717003197,PERC,TURA R509,BROWN,METAL,53,17,135,,,,,,,,,,,,,,,
409717003289,PERC,TURA R513,NAVY,METAL,51,17,130,,,,,,,,,,,,,,,
409717003296,PERC,TURA R513,ROSE,METAL,51,17,130,,,,,,,,,,,,,,,
409717002466,PERC,TURA R902,BROWN,METAL,54,17,135,,,,,,,,,,,,,,,
409717002442,PERC,TURA R903,BLUE CRYSTAL,PLASTIC,53,15,130,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                             
409717002459,PERC,TURA R903,BROWN ROSE,PLASTIC,55,15,135,,,,,,,,,,,,,,,
409717001940,PERC,REM JOHN VARVATOS V336,OLIVE,PLASTIC,55,16,140,,,,,,,,,,,,,,,
409717001933,PERC,REM JOHN VARVATOS V336,BLACK,PLASTIC,55,16,140,,,,,,,,,,,,,,,
409717001957,PERC,REM EYEWEAR V337,BLACK,PLASTIC,50,20,145,,,,,,,,,,,,,,,
409717001964,PERC,REM EYEWEAR V337,OLIVE,PLASTIC,50,20,145,,,,,,,,,,,,,,,
409717001988,PERC,REM EYEWEAR V339,SMOKE,PLASTIC,55,16,140,,,,,,,,,,,,,,,
409717001971,PERC,REM EYEWEAR V339,BLACK,PLASTIC,55,16,140,,,,,,,,,,,,,,,
409717002008,PERC,REM EYEWEAR V344,BROWN,PLASTIC,51,19,140,,,,,,,,,,,,,,,
409717001995,PERC,REM EYEWEAR V344,BLACK,PLASTIC,51,19,140,,,,,,,,,,,,,,,
409717002022,PERC,REM EYEWEAR V346,MAHOGANY,PLASTIC,52,18,145,,,,,,,,,,,,,,,
409717002015,PERC,REM EYEWEAR V346,BLACK,PLASTIC,52,18,145,,,,,,,,,,,,,,,
409717002039,PERC,REM EYEWEAR V348,BLACK,PLASTIC,49,18,140,,,,,,,,,,,,,,,
409717002121,PERC,REM EYEWEAR V348,MATT BLACK,PLASTIC,49,18,140,,,,,,,,,,,,,,,
409717002046,PERC,REM EYEWEAR V349,BLACK CRYSTAL,PLASTIC,52,17,140,,,,,,,,,,,,,,,
409717002053,PERC,REM EYEWEAR V349,NAVY,PLASTIC,52,17,140,,,,,,,,,,,,,,,
409717002077,PERC,REM EYEWEAR V350,OLIVE,PLASTIC,50,19,140,,,,,,,,,,,,,,,
409717002060,PERC,REM EYEWEAR V350,BLACK GRADIENT,PLASTIC,50,19,140,,,,,,,,,,,,,,,
409717002084,PERC,REM EYEWEAR V353,BLACK,PLASTIC,48,20,140,,,,,,,,,,,,,,,
409717002091,PERC,REM EYEWEAR V353,BROWN HORN,PLASTIC,48,20,140,,,,,,,,,,,,,,,
409717002107,PERC,REM EYEWEAR V355,BLACK TORT,PLASTIC,51,18,140,,,,,,,,,,,,,,,
409717002114,PERC,REM EYEWEAR V355,REDWOOD,PLASTIC,51,18,140,,,,,,,,,,,,,,,
409717002138,PERC,REM EYEWEAR V356,BLACK TORT,PLASTIC,43,20,140,,,,,,,,,,,,,,,
409717002145,PERC,REM EYEWEAR V356,NAVY,PLASTIC,43,20,140,,,,,,,,,,,,,,,
409717002152,PERC,REM EYEWEAR V357,BLACK GRADIENT,PLASTIC,52,18,140,,,,,,,,,,,,,,,
409717002169,PERC,REM EYEWEAR V357,MATTE TORT,PLASTIC,52,18,140,,,,,,,,,,,,,,,
409717004019,PERC,ICONIK COLETTE,CO2 TORTOISE/GREEN,PLASTIC,50,17,135,,,,,,,,,,,,,,,
409717003982,PERC,ICONIK COOPER,CO1 BLACK,PLASTIC,56,16,135,,,,,,,,,,,,,,,
409717003999,PERC,ICONIK COOPER,CO2 BROWN GRADIENT,PLASTIC,56,16,135,,,,,,,,,,,,,,,
409717004033,PERC,ICONIK GEORGE,COL 2 DARK GUNMETAL,METAL,55,18,140,,,,,,,,,,,,,,,
409717004026,PERC,ICONIK GEORGE,COL 1 BROWN,METAL,55,18,140,,,,,,,,,,,,,,,
409717004057,PERC,ICONIK GRACE,CO2 BLACK/BLUE,PLASTIC,54,14,143,,,,,,,,,,,,,,,
409717004040,PERC,ICONIK GRACE,C01 BROWN/PINK,PLASTIC,54,14,143,,,,,,,,,,,,,,,
409717003593,PERC,MONDOTTICA HEB 048,MATT BLACK,PLASTIC,55,18,145,,,,,,,,,,,,,,,
409717003470,PERC,MONDOTTICA HEB 123,BLACK,PLASTIC,52,20,145,,,,,,,,,,,,,,,
409717003524,PERC,MONDOTTICA HEB 123,DARK TORTOISE,PLASTIC,52,20,145,,,,,,,,,,,,,,,
409717003531,PERC,MONDOTTICA HEB 133,BLACK,PLASTIC,55,17,145,,,,,,,,,,,,,,,
409717003562,PERC,MONDOTTICA HEB 133,NAVY,PLASTIC,55,17,145,,,,,,,,,,,,,,,
409717003579,PERC,MONDOTTICA HEB048,TORT,PLASTIC,55,18,145,,,,,,,,,,,,,,,
409717003609,PERC,MONDOTTICA HEK 1064,BROWN,METAL,58,17,150,,,,,,,,,,,,,,,
409717003616,PERC,MONDOTTICA HEK 1064,GUN,METAL,58,17,150,,,,,,,,,,,,,,,
409717003319,PERC,MONDOTTICA HEK 1073,BLACK,METAL,58,19,150,,,,,,,,,,,,,,,
409717003326,PERC,MONDOTTICA HEK 1073,GUN,METAL,58,19,150,,,,,,,,,,,,,,,
409717003371,PERC,MONDOTTICA HEK 1101,TORTOISE,PLASTIC,58,18,150,,,,,,,,,,,,,,,
409717003364,PERC,MONDOTTICA HEK 1101,BLACK,PLASTIC,58,18,150,,,,,,,,,,,,,,,
409717003388,PERC,MONDOTTICA HEK 1103,BLACK,PLASTIC,58,18,150,,,,,,,,,,,,,,,
409717003395,PERC,MONDOTTICA HEK 1103,TORTOISE,PLASTIC,58,18,150,,,,,,,,,,,,,,,
409717003333,PERC,MONDOTTICA HEK 1104,MATT BROWN,METAL,54,18,145,,,,,,,,,,,,,,,
409717003302,PERC,MONDOTTICA HEK 1104,MATT BLACK,METAL,54,18,145,,,,,,,,,,,,,,,
409717003432,PERC,MONDOTTICA HEK 1105,MATT DARK GUN,METAL,58,15,150,,,,,,,,,,,,,,,
409717003401,PERC,MONDOTTICA HEK 1105,MATT BLACK,METAL,58,15,150,,,,,,,,,,,,,,,
409717003425,PERC,MONDOTTICA HEK 1111,DARK GUN,METAL,53,18,145,,,,,,,,,,,,,,,
409717003340,PERC,MONDOTTICA HEK 1111,BLACK,METAL,53,18,145,,,,,,,,,,,,,,,
409717003555,PERC,MONDOTTICA HEK 1114,DARK GUN,METAL,58,18,150,,,,,,,,,,,,,,,
409717003548,PERC,MONDOTTICA HEK 1114,BLACK,METAL,58,18,150,,,,,,,,,,,,,,,
409717003357,PERC,MONDOTTICA HEK 1114,BLACK,METAL,54,18,145,,,,,,,,,,,,,,,
409717003418,PERC,MONDOTTICA HEK 1114,DARK GUN,METAL,54,18,145,,,,,,,,,,,,,,,
409717003487,PERC,MONDOTTICA HEK 1118,MATT DARK BLUE,METAL,56,18,145,,,,,,,,,,,,,,,
409717003494,PERC,MONDOTTICA HEK 1119,MATT DARK GUN,METAL,54,18,145,,,,,,,,,,,,,,,
409717003449,PERC,MONDOTTICA HEK 1119,BLACK,METAL,54,18,145,,,,,,,,,,,,,,,
409717003456,PERC,MONDOTTICA HEK 1120,BLACK,METAL,55,17,145,,,,,,,,,,,,,,,
409717003500,PERC,MONDOTTICA HEK 1121,DARK GUN,METAL,55,17,145,,,,,,,,,,,,,,,
409717003463,PERC,MONDOTTICA HEK 1123,BLACK,METAL,54,17,145,,,,,,,,,,,,,,,
409717003517,PERC,MONDOTTICA HEK 1123,DARK GUN,METAL,54,17,145,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
409717003586,PERC,MONDOTTICA HACKETT HEK1073,GUN,METAL,54,18,145,,,,,,,,,,,,,,,
409717004071,PERC,ICONIK HUDSON,C2 GUNMETAL,METAL,57,16,145,,,,,,,,,,,,,,,
409717004064,PERC,ICONIK HUDSON,C1 BLACK/TORTOISE,METAL,57,16,145,,,,,,,,,,,,,,,
409717003678,PERC,INFACE COMPANY A/S IF 1163 051,BLACK,METAL,56,17,143,,,,,,,,,,,,,,,
409717003685,PERC,INFACE COMPANY A/S IF 1163 052,SILVER,METAL,56,17,143,,,,,,,,,,,,,,,
409717003753,PERC,INFACE COMPANY A/S IF 1174 087,BROWN,METAL,55,18,148,,,,,,,,,,,,,,,
409717003760,PERC,INFACE COMPANY A/S IF 1174 088,GUN,METAL,55,18,148,,,,,,,,,,,,,,,
409717003791,PERC,INFACE COMPANY A/S IF 1183 105,GOLD/DK GREEN,METAL,52,15,140,,,,,,,,,,,,,,,
409717003807,PERC,INFACE COMPANY A/S IF 1183 106,PURPLE/LAVENDER,METAL,52,15,140,,,,,,,,,,,,,,,
409717003852,PERC,INFACE COMPANY A/S IF 8367 397,BLACK,METAL,48,15,130,,,,,,,,,,,,,,,
409717003869,PERC,INFACE COMPANY A/S IF 8367 398,PURPLE,METAL,48,15,130,,,,,,,,,,,,,,,
409717003838,PERC,INFACE COMPANY A/S IF 8371 381,BLACK/NUDE,METAL,52,15,135,,,,,,,,,,,,,,,
409717003845,PERC,INFACE COMPANY A/S IF 8371 383,DARK PURPLE/PURPLE,METAL,52,15,135,,,,,,,,,,,,,,,
409717003814,PERC,INFACE COMPANY A/S IF 8374 393,BLACK/BLUE,METAL,57,17,145,,,,,,,,,,,,,,,
409717003821,PERC,INFACE COMPANY A/S IF 8374 395,BROWN/BEIGE,METAL,57,17,145,,,,,,,,,,,,,,,
409717003890,PERC,INFACE COMPANY A/S IF 8391 453,BLACK/LT BLUE,METAL,51,15,135,,,,,,,,,,,,,,,
409717003906,PERC,INFACE COMPANY A/S IF 8391 454,BROWN/NUDE,METAL,51,15,135,,,,,,,,,,,,,,,
409717003913,PERC,INFACE COMPANY A/S IF 8394 465,BROWN/GREEN,METAL,52,16,140,,,,,,,,,,,,,,,
409717003920,PERC,INFACE COMPANY A/S IF 8394 466,BLUE/BLUE,METAL,52,16,140,,,,,,,,,,,,,,,
409717003937,PERC,INFACE COMPANY A/S IF 8406 505,BLACK/LT. GRAY,METAL,55,18,142,,,,,,,,,,,,,,,
409717003944,PERC,INFACE COMPANY A/S IF 8406 507,GRAY/RED,METAL,55,18,142,,,,,,,,,,,,,,,
409717003951,PERC,INFACE COMPANY A/S IF 8413 517,BLACK/BLUE,METAL,54,16,140,,,,,,,,,,,,,,,
409717003968,PERC,INFACE COMPANY A/S IF 8413 518,BROWN/ORANGE,METAL,54,16,140,,,,,,,,,,,,,,,
409717003623,PERC,INFACE COMPANY A/S IF 9265 858,BLUE,PLASTIC,52,16,135,,,,,,,,,,,,,,,
409717003630,PERC,INFACE COMPANY A/S IF 9265 859,HAVANA/BEIGE,PLASTIC,52,16,135,,,,,,,,,,,,,,,
409717003647,PERC,INFACE COMPANY A/S IF 9268 870,HAVANA,PLASTIC,55,16,140,,,,,,,,,,,,,,,
409717003654,PERC,INFACE COMPANY A/S IF 9268 871,BLACK,PLASTIC,55,16,140,,,,,,,,,,,,,,,
409717003661,PERC,INFACE COMPANY A/S IF 9270 879,BLACK,PLASTIC,55,18,140,,,,,,,,,,,,,,,
409717003975,PERC,INFACE COMPANY A/S IF 9270 880,GREEN,PLASTIC,55,18,140,,,,,,,,,,,,,,,
409717003692,PERC,INFACE COMPANY A/S IF 9281 906,BLACK,PLASTIC,50,15,132,,,,,,,,,,,,,,,
409717003708,PERC,INFACE COMPANY A/S IF 9281 908,GRADIENT GREEN,PLASTIC,50,15,132,,,,,,,,,,,,,,,
409717003777,PERC,INFACE COMPANY A/S IF 9286 919,BLACK,PLASTIC,54,16,142,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
409717003784,PERC,INFACE COMPANY A/S IF 9286 920,GRADIENT BLUE,PLASTIC,54,16,142,,,,,,,,,,,,,,,
409717003876,PERC,INFACE COMPANY A/S IF 9290 966,BLACK,PLASTIC,54,17,145,,,,,,,,,,,,,,,
409717003883,PERC,INFACE COMPANY A/S IF 9290 969,BROWN/BROWN HORN,PLASTIC,54,17,145,,,,,,,,,,,,,,,
409717003722,PERC,INFACE COMPANY A/S IF 9291 922,BLUE/BLUE,PLASTIC,53,15,138,,,,,,,,,,,,,,,
409717003739,PERC,INFACE COMPANY A/S IF 9293 930,BROWN/ORANGE,PLASTIC,53,14,133,,,,,,,,,,,,,,,
409717003746,PERC,INFACE COMPANY A/S IF 9293 931,BLUE/BEIGE,PLASTIC,53,14,133,,,,,,,,,,,,,,,
409717003715,PERC,INFACE COMPANY A/S IF9291 921,BROWN/GREY,PLASTIC,53,15,138,,,,,,,,,,,,,,,
409717004088,PERC,ICONIK JADE,CO1 GREY GREEN,PLASTIC,51,17,143,,,,,,,,,,,,,,,
409717004095,PERC,ICONIK JADE,CO2 TORTOISE/BLUE,PLASTIC,51,17,143,,,,,,,,,,,,,,,
409717004118,PERC,ICONIK KATE,C02 GREY,PLASTIC,53,18,143,,,,,,,,,,,,,,,
409717004101,PERC,ICONIK KATE,CO1 PURPLE,PLASTIC,53,18,143,,,,,,,,,,,,,,,
409717004132,PERC,ICONIK LOGAN,CO2 TORTOISE/LT BLUE,PLASTIC,54,15,140,,,,,,,,,,,,,,,
409717004125,PERC,ICONIK LOGAN,CO1 GREY,PLASTIC,54,15,140,,,,,,,,,,,,,,,
409717004149,PERC,ICONIK OLIVIA,CO1 BLACK/TAN,PLASTIC,47,19,140,,,,,,,,,,,,,,,
409717004156,PERC,ICONIK OLIVIA,CO2 BLACK TEAL,PLASTIC,47,19,140,,,,,,,,,,,,,,,
409717004163,PERC,ICONIK SPENCER,CO1 BLACK,PLASTIC,54,16,140,,,,,,,,,,,,,,,
409717004170,PERC,ICONIK SPENCER,CO2 TORTOISE,PLASTIC,54,16,140,,,,,,,,,,,,,,,
409717004194,PERC,ICONIK STELLA,CO2 BLACK,PLASTIC,52,16,143,,,,,,,,,,,,,,,
409717004187,PERC,ICONIK STELLA,CO1 TORTOISE/BLUE,PLASTIC,52,16,143,,,,,,,,,,,,,,,
409717004200,PERC,ICONIK TESS,CO1 BLACK/PINK,PLASTIC,54,14,143,,,,,,,,,,,,,,,
409717004217,PERC,ICONIK TESS,CO2 TORTISE/BLUE,PLASTIC,54,14,143,,,,,,,,,,,,,,,
409717004316,PERC,ICONIK MILES,COL 2 BLACK,METAL,53,19,140,,,,,,,,,,,,,,,
409717004330,PERC,ICONIK PARKER,CO3 NAVY,PLASTIC,52,19,140,,,,,,,,,,,,,,,
409717004323,PERC,ICONIK PARKER,CO1 BLACK,PLASTIC,52,19,140,,,,,,,,,,,,,,,
409717004347,PERC,ICONIK WINTON,CO1 BLACK/PURPLE,PLASTIC,53,17,140,,,,,,,,,,,,,,,
409717004354,PERC,ICONIK WINTON,CO2 BLACK,PLASTIC,53,17,140,,,,,,,,,,,,,,,
409717005023,PERC,TURA BRENDEL 902125,DARK BROWN W/ROSE,METAL,52,18,135,,,,,,,,,,,,,,,
409717005016,PERC,TURA BRENDEL 903015,BLACK,PLASTIC,52,15,135,,,,,,,,,,,,,,,
409717005511,PERC,L'AMY ANN TAYLOR AT100,BLACK,METAL,50,16,135,,,,,,,,,,,,,,,
409717005528,PERC,L'AMY ANN TAYLOR AT100,BROWN,METAL,50,16,135,,,,,,,,,,,,,,,
409717005535,PERC,L'AMY ANN TAYLOR AT206,BLACK,METAL,50,18,135,,,,,,,,,,,,,,,
409717005542,PERC,L'AMY ANN TAYLOR AT206,BROWN,METAL,50,18,135,,,,,,,,,,,,,,,                                                                                                                                                                                                                 
409717005504,PERC,L'AMY ANN TAYLOR AT307,BLACK/YELLOW,PLASTIC,54,14,135,,,,,,,,,,,,,,,
409717005498,PERC,L'AMY ANN TAYLOR AT311,EGGPLT FADE,PLASTIC,53,17,140,,,,,,,,,,,,,,,
409717005481,PERC,L'AMY ANN TAYLOR AT311,BLUE,PLASTIC,53,17,140,,,,,,,,,,,,,,,
409717004989,PERC,TURA TED BAKER B315,BLACK,METAL,53,17,135,,,,,,,,,,,,,,,
409717004965,PERC,TURA TED BAKER B854,BROWN,PLASTIC,55,16,145,,,,,,,,,,,,,,,
409717004996,PERC,TURA TED BAKER B864,NAVY,PLASTIC,54,16,145,,,,,,,,,,,,,,,
409717005009,PERC,TURA TED BAKER B866,GREY,PLASTIC,53,17,140,,,,,,,,,,,,,,,
409717004408,PERC,REM CONVERSE BOLD,BLACK,PLASTIC,46,15,125,,,,,,,,,,,,,,,
409717004415,PERC,REM CONVERSE BOLD,BLUE,PLASTIC,46,15,125,,,,,,,,,,,,,,,
409717005160,PERC,L'AMY COLUMBIA CB BIG BEND,BROWN/TANK,METAL,58,18,150,,,,,,,,,,,,,,,
409717005153,PERC,L'AMY COLUMBIA CB BIG BEND,GUN/BLACK,METAL,58,18,150,,,,,,,,,,,,,,,
409717005146,PERC,L'AMY COLUMBIA CB BIG HORN,BROWN,METAL,59,18,150,,,,,,,,,,,,,,,
409717005139,PERC,L'AMY COLUMBIA CB BIG HORN,GUNMETAL,METAL,59,18,150,,,,,,,,,,,,,,,
409717005252,PERC,L'AMY COLUMBIA CB CLEAR LAKE,SEMI MATTE BROWN,METAL,55,18,145,,,,,,,,,,,,,,,
409717005269,PERC,L'AMY COLUMBIA CB COULSON,BROWN,OTHER,53,17,140,,,,,,,,,,,,,,,
409717005276,PERC,L'AMY COLUMBIA CB COULSON,GUN,OTHER,53,17,140,,,,,,,,,,,,,,,
409717005474,PERC,L'AMY COLUMBIA CB EDWARD'S MT,BROWN,METAL,58,19,150,,,,,,,,,,,,,,,
409717005375,PERC,L'AMY COLUMBIA CB ELKHORN,BLACK/RED,METAL,54,18,145,,,,,,,,,,,,,,,
409717005382,PERC,L'AMY COLUMBIA CB ELKHORN,PEWTER/BROWN,METAL,54,18,145,,,,,,,,,,,,,,,
409717005405,PERC,L'AMY COLUMBIA CB ENNISON,GUNMETAL,METAL,54,18,140,,,,,,,,,,,,,,,
409717005399,PERC,L'AMY COLUMBIA CB ENNISON,BLACK,METAL,54,18,140,,,,,,,,,,,,,,,
409717005344,PERC,L'AMY COLUMBIA CB REVELSTOKE,GUN/BLACK,METAL,52,18,140,,,,,,,,,,,,,,,
409717005337,PERC,L'AMY COLUMBIA CB REVELSTOKE,BROWN/BLACK,METAL,52,18,140,,,,,,,,,,,,,,,
409717005320,PERC,L'AMY COLUMBIA CB SOJOURN,PEWTER/GREY,METAL,54,18,140,,,,,,,,,,,,,,,
409717005313,PERC,L'AMY COLUMBIA CB SOJOURN,BROWN/BROWN,METAL,54,18,140,,,,,,,,,,,,,,,
409717005283,PERC,L'AMY COLUMBIA CB TANNER CREEK,BROWN/BLACK,OTHER,52,17,140,,,,,,,,,,,,,,,
409717005054,PERC,MCGEE BADGLEY MISCHKA CHERISE,BROWN,METAL,53,16,132,,,,,,,,,,,,,,,
409717005092,PERC,MCGEE VERA BRADLEY CYNTHIA,LOLA,METAL,49,16,132,,,,,,,,,,,,,,,
409717005085,PERC,MCGEE VERA BRADLEY CYNTHIA,HEATHER,METAL,49,16,132,,,,,,,,,,,,,,,
409717004477,PERC,REM CONVERSE DESTINATION,NAVY,PLASTIC,52,17,145,,,,,,,,,,,,,,,
409717004460,PERC,REM CONVERSE DESTINATION,BLACK,PLASTIC,52,17,145,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
409717004675,PERC,REM CONVERSE G029 UF,BLUE,PLASTIC,52,18,145,,,,,,,,,,,,,,,
409717004668,PERC,REM CONVERSE G029 UF,BLACK,PLASTIC,52,18,145,,,,,,,,,,,,,,,
